job_posting_text,rule_bias_score,bias_risk,detected_masculine_terms,detected_exclusionary_terms,detected_inclusive_terms
Titre : Spécialiste cybersécurité. Notre organisation cherche une candidate ou un candidat motivé. Connaissance des outils numériques modernes. Heures illimitées attendues. Des accommodements raisonnables sont disponibles.,1,faible,,heures illimitées,accommodements raisonnables
Titre : Ingénieure ou ingénieur ML. Nous recherchons un profil capable de collaborer avec plusieurs équipes. Capacité à résoudre des problèmes avec rigueur. Connaissance des outils numériques modernes. Notre environnement inclusif soutient la diversité. Nous favorisons l'équilibre travail vie personnelle.,0,faible,,,"environnement inclusif, équilibre travail vie personnelle"
Titre : Analyste de données. Nous cherchons un rockstar developer agressif et ultra compétitif. Culture très masculine et compétitive. Heures illimitées attendues. La personne devra être très compétitive et disponible en tout temps.,15,élevé,"agressif, compétitif, rockstar","disponible en tout temps, culture très masculine, heures illimitées",
Titre : Chargée ou chargé de produit. Notre organisation cherche une candidate ou un candidat motivé. Expérience pertinente en gestion de projet ou domaine similaire. Présence obligatoire soir et weekend. Un horaire flexible est possible selon les besoins de l'équipe.,1,faible,,présence obligatoire soir et weekend,horaire flexible
Titre : Spécialiste cybersécurité. Nous recrutons une personne pour rejoindre notre équipe. Capacité à communiquer clairement. Doit être jeune diplômé et sans contraintes familiales. Nous valorisons les candidatures de tous horizons.,4,modéré,,"jeune diplômé, sans contraintes familiales",candidatures de tous horizons
Titre : Gestionnaire de projet. Poste pour fonceur impitoyable capable de travailler sous pression extrême. Culture très masculine et compétitive. Pas de télétravail possible. La personne devra être très compétitive et disponible en tout temps.,13,élevé,"fonceur, impitoyable, sous pression extrême","disponible en tout temps, culture très masculine, pas de télétravail possible",télétravail possible
Titre : Développeuse ou développeur logiciel. Ce poste vise à soutenir la croissance d'une équipe diversifiée. Intérêt pour la collaboration et l'amélioration continue. Intérêt pour la collaboration et l'amélioration continue. Des accommodements raisonnables sont disponibles. Nous encourageons les femmes à postuler.,0,faible,,,"accommodements raisonnables, nous encourageons les femmes à postuler, équipe diversifiée"
Titre : Scientifique des données. Nous recherchons un profil capable de collaborer avec plusieurs équipes. Connaissance des outils numériques modernes. Heures illimitées attendues. Nous favorisons l'équilibre travail vie personnelle.,1,faible,,heures illimitées,équilibre travail vie personnelle
Titre : Analyste de données. Nous recrutons une personne pour rejoindre notre équipe. Capacité à communiquer clairement. Connaissance des outils numériques modernes. Un horaire flexible est possible selon les besoins de l'équipe. Des accommodements raisonnables sont disponibles.,0,faible,,,"horaire flexible, accommodements raisonnables"
Titre : Analyste de données. Poste pour fonceur impitoyable capable de travailler sous pression extrême. Heures illimitées attendues. Culture très masculine et compétitive. La personne devra être très compétitive et disponible en tout temps.,15,élevé,"fonceur, impitoyable, sous pression extrême","disponible en tout temps, culture très masculine, heures illimitées",
Titre : Scientifique des données. Nous recherchons un profil capable de collaborer avec plusieurs équipes. Connaissance des outils numériques modernes. Capacité à communiquer clairement. Nous encourageons les femmes à postuler. Nous valorisons les candidatures de tous horizons.,0,faible,,,"candidatures de tous horizons, nous encourageons les femmes à postuler"
Titre : Spécialiste cybersécurité. Nous voulons un guerrier capable de dominer le marché. Culture très masculine et compétitive. Doit être jeune diplômé et sans contraintes familiales. La personne devra être très compétitive et disponible en tout temps.,14,élevé,guerrier,"jeune diplômé, sans contraintes familiales, disponible en tout temps, culture très masculine",
Titre : Ingénieure ou ingénieur ML. Poste pour fonceur impitoyable capable de travailler sous pression extrême. Heures illimitées attendues. Doit être jeune diplômé et sans contraintes familiales. La personne devra être très compétitive et disponible en tout temps.,18,élevé,"fonceur, impitoyable, sous pression extrême","jeune diplômé, sans contraintes familiales, disponible en tout temps, heures illimitées",
Titre : Gestionnaire de projet. Nous recherchons un profil capable de collaborer avec plusieurs équipes. Capacité à communiquer clairement. Présence obligatoire soir et weekend. Notre environnement inclusif soutient la diversité.,1,faible,,présence obligatoire soir et weekend,environnement inclusif
Titre : Analyste de données. Notre organisation cherche une candidate ou un candidat motivé. Capacité à communiquer clairement. Présence obligatoire soir et weekend. Des accommodements raisonnables sont disponibles.,1,faible,,présence obligatoire soir et weekend,accommodements raisonnables
Titre : Scientifique des données. Nous recherchons un profil capable de collaborer avec plusieurs équipes. Connaissance des outils numériques modernes. Capacité à résoudre des problèmes avec rigueur. Nous valorisons les candidatures de tous horizons. Un horaire flexible est possible selon les besoins de l'équipe.,0,faible,,,"candidatures de tous horizons, horaire flexible"
Titre : Analyste de données. Poste pour fonceur impitoyable capable de travailler sous pression extrême. Culture très masculine et compétitive. Culture très masculine et compétitive. La personne devra être très compétitive et disponible en tout temps.,12,élevé,"fonceur, impitoyable, sous pression extrême","disponible en tout temps, culture très masculine",
Titre : Ingénieure ou ingénieur ML. Ce poste vise à soutenir la croissance d'une équipe diversifiée. Capacité à résoudre des problèmes avec rigueur. Doit être jeune diplômé et sans contraintes familiales. Nous valorisons les candidatures de tous horizons.,2,faible,,"jeune diplômé, sans contraintes familiales","candidatures de tous horizons, équipe diversifiée"
Titre : Chargée ou chargé de produit. Nous cherchons un rockstar developer agressif et ultra compétitif. Culture très masculine et compétitive. Culture très masculine et compétitive. La personne devra être très compétitive et disponible en tout temps.,12,élevé,"agressif, compétitif, rockstar","disponible en tout temps, culture très masculine",
Titre : Gestionnaire de projet. Notre organisation cherche une candidate ou un candidat motivé. Capacité à résoudre des problèmes avec rigueur. Pas de télétravail possible. Nous valorisons les candidatures de tous horizons.,0,faible,,pas de télétravail possible,"candidatures de tous horizons, télétravail possible"
"Titre : Développeuse ou développeur logiciel. Nous cherchons un leader né, disponible en tout temps. Pas de télétravail possible. Doit être jeune diplômé et sans contraintes familiales. La personne devra être très compétitive et disponible en tout temps.",12,élevé,leader né,"jeune diplômé, sans contraintes familiales, disponible en tout temps, pas de télétravail possible",télétravail possible
Titre : Scientifique des données. Nous voulons un guerrier capable de dominer le marché. Heures illimitées attendues. Présence obligatoire soir et weekend. La personne devra être très compétitive et disponible en tout temps.,11,élevé,guerrier,"disponible en tout temps, heures illimitées, présence obligatoire soir et weekend",
Titre : Chargée ou chargé de produit. Notre organisation cherche une candidate ou un candidat motivé. Intérêt pour la collaboration et l'amélioration continue. Capacité à résoudre des problèmes avec rigueur. Notre environnement inclusif soutient la diversité. Nous encourageons les femmes à postuler.,0,faible,,,"environnement inclusif, nous encourageons les femmes à postuler"
Titre : Chargée ou chargé de produit. Nous recherchons un profil capable de collaborer avec plusieurs équipes. Capacité à communiquer clairement. Intérêt pour la collaboration et l'amélioration continue. Un horaire flexible est possible selon les besoins de l'équipe. Un horaire flexible est possible selon les besoins de l'équipe.,0,faible,,,horaire flexible
Titre : Chargée ou chargé de produit. Notre organisation cherche une candidate ou un candidat motivé. Capacité à résoudre des problèmes avec rigueur. Capacité à résoudre des problèmes avec rigueur. Nous valorisons les candidatures de tous horizons. Nous valorisons les candidatures de tous horizons.,0,faible,,,candidatures de tous horizons
Titre : Chargée ou chargé de produit. Nous recherchons un profil capable de collaborer avec plusieurs équipes. Capacité à résoudre des problèmes avec rigueur. Doit être jeune diplômé et sans contraintes familiales. Nous encourageons les femmes à postuler.,4,modéré,,"jeune diplômé, sans contraintes familiales",nous encourageons les femmes à postuler
Titre : Chargée ou chargé de produit. Nous recherchons un profil capable de collaborer avec plusieurs équipes. Capacité à communiquer clairement. Capacité à résoudre des problèmes avec rigueur. Des accommodements raisonnables sont disponibles. Un horaire flexible est possible selon les besoins de l'équipe.,0,faible,,,"horaire flexible, accommodements raisonnables"
Titre : Spécialiste cybersécurité. Nous recherchons un profil capable de collaborer avec plusieurs équipes. Intérêt pour la collaboration et l'amélioration continue. Culture très masculine et compétitive. Nous valorisons les candidatures de tous horizons.,1,faible,,culture très masculine,candidatures de tous horizons
"Titre : Chargée ou chargé de produit. Nous cherchons un leader né, disponible en tout temps. Heures illimitées attendues. Culture très masculine et compétitive. La personne devra être très compétitive et disponible en tout temps.",11,élevé,leader né,"disponible en tout temps, culture très masculine, heures illimitées",
Titre : Analyste de données. Notre organisation cherche une candidate ou un candidat motivé. Connaissance des outils numériques modernes. Connaissance des outils numériques modernes. Des accommodements raisonnables sont disponibles. Des accommodements raisonnables sont disponibles.,0,faible,,,accommodements raisonnables
Titre : Scientifique des données. Notre organisation cherche une candidate ou un candidat motivé. Intérêt pour la collaboration et l'amélioration continue. Intérêt pour la collaboration et l'amélioration continue. Nous favorisons l'équilibre travail vie personnelle. Notre environnement inclusif soutient la diversité.,0,faible,,,"environnement inclusif, équilibre travail vie personnelle"
Titre : Développeuse ou développeur logiciel. Poste pour fonceur impitoyable capable de travailler sous pression extrême. Pas de télétravail possible. Pas de télétravail possible. La personne devra être très compétitive et disponible en tout temps.,10,élevé,"fonceur, impitoyable, sous pression extrême","disponible en tout temps, pas de télétravail possible",télétravail possible
Titre : Développeuse ou développeur logiciel. Ce poste vise à soutenir la croissance d'une équipe diversifiée. Expérience pertinente en gestion de projet ou domaine similaire. Intérêt pour la collaboration et l'amélioration continue. Des accommodements raisonnables sont disponibles. Nous valorisons les candidatures de tous horizons.,0,faible,,,"candidatures de tous horizons, accommodements raisonnables, équipe diversifiée"
Titre : Analyste de données. Nous recherchons un profil capable de collaborer avec plusieurs équipes. Connaissance des outils numériques modernes. Capacité à résoudre des problèmes avec rigueur. Des accommodements raisonnables sont disponibles. Nous valorisons les candidatures de tous horizons.,0,faible,,,"candidatures de tous horizons, accommodements raisonnables"
Titre : Développeuse ou développeur logiciel. Poste pour fonceur impitoyable capable de travailler sous pression extrême. Pas de télétravail possible. Heures illimitées attendues. La personne devra être très compétitive et disponible en tout temps.,13,élevé,"fonceur, impitoyable, sous pression extrême","disponible en tout temps, heures illimitées, pas de télétravail possible",télétravail possible
Titre : Développeuse ou développeur logiciel. Ce poste vise à soutenir la croissance d'une équipe diversifiée. Capacité à résoudre des problèmes avec rigueur. Connaissance des outils numériques modernes. Des accommodements raisonnables sont disponibles. Notre environnement inclusif soutient la diversité.,0,faible,,,"environnement inclusif, accommodements raisonnables, équipe diversifiée"
Titre : Analyste de données. Ce poste vise à soutenir la croissance d'une équipe diversifiée. Capacité à résoudre des problèmes avec rigueur. Culture très masculine et compétitive. Nous valorisons les candidatures de tous horizons.,0,faible,,culture très masculine,"candidatures de tous horizons, équipe diversifiée"
Titre : Gestionnaire de projet. Nous recrutons une personne pour rejoindre notre équipe. Expérience pertinente en gestion de projet ou domaine similaire. Intérêt pour la collaboration et l'amélioration continue. Des accommodements raisonnables sont disponibles. Un horaire flexible est possible selon les besoins de l'équipe.,0,faible,,,"horaire flexible, accommodements raisonnables"
"Titre : Chargée ou chargé de produit. Nous cherchons un leader né, disponible en tout temps. Heures illimitées attendues. Pas de télétravail possible. La personne devra être très compétitive et disponible en tout temps.",9,élevé,leader né,"disponible en tout temps, heures illimitées, pas de télétravail possible",télétravail possible
Titre : Analyste de données. Ce poste vise à soutenir la croissance d'une équipe diversifiée. Capacité à communiquer clairement. Intérêt pour la collaboration et l'amélioration continue. Nous favorisons l'équilibre travail vie personnelle. Notre environnement inclusif soutient la diversité.,0,faible,,,"environnement inclusif, équilibre travail vie personnelle, équipe diversifiée"
Titre : Gestionnaire de projet. Nous cherchons un rockstar developer agressif et ultra compétitif. Culture très masculine et compétitive. Doit être jeune diplômé et sans contraintes familiales. La personne devra être très compétitive et disponible en tout temps.,18,élevé,"agressif, compétitif, rockstar","jeune diplômé, sans contraintes familiales, disponible en tout temps, culture très masculine",
Titre : Développeuse ou développeur logiciel. Nous recherchons un profil capable de collaborer avec plusieurs équipes. Capacité à résoudre des problèmes avec rigueur. Heures illimitées attendues. Nous encourageons les femmes à postuler.,1,faible,,heures illimitées,nous encourageons les femmes à postuler
Titre : Spécialiste cybersécurité. Nous recherchons un profil capable de collaborer avec plusieurs équipes. Capacité à résoudre des problèmes avec rigueur. Capacité à résoudre des problèmes avec rigueur. Nous encourageons les femmes à postuler. Nous valorisons les candidatures de tous horizons.,0,faible,,,"candidatures de tous horizons, nous encourageons les femmes à postuler"
Titre : Spécialiste cybersécurité. Poste pour fonceur impitoyable capable de travailler sous pression extrême. Heures illimitées attendues. Pas de télétravail possible. La personne devra être très compétitive et disponible en tout temps.,13,élevé,"fonceur, impitoyable, sous pression extrême","disponible en tout temps, heures illimitées, pas de télétravail possible",télétravail possible
Titre : Ingénieure ou ingénieur ML. Nous voulons un guerrier capable de dominer le marché. Présence obligatoire soir et weekend. Pas de télétravail possible. La personne devra être très compétitive et disponible en tout temps.,9,élevé,guerrier,"disponible en tout temps, pas de télétravail possible, présence obligatoire soir et weekend",télétravail possible
Titre : Scientifique des données. Nous recrutons une personne pour rejoindre notre équipe. Expérience pertinente en gestion de projet ou domaine similaire. Doit être jeune diplômé et sans contraintes familiales. Nous valorisons les candidatures de tous horizons.,4,modéré,,"jeune diplômé, sans contraintes familiales",candidatures de tous horizons
Titre : Ingénieure ou ingénieur ML. Ce poste vise à soutenir la croissance d'une équipe diversifiée. Capacité à résoudre des problèmes avec rigueur. Culture très masculine et compétitive. Nous valorisons les candidatures de tous horizons.,0,faible,,culture très masculine,"candidatures de tous horizons, équipe diversifiée"
Titre : Scientifique des données. Notre organisation cherche une candidate ou un candidat motivé. Intérêt pour la collaboration et l'amélioration continue. Pas de télétravail possible. Notre environnement inclusif soutient la diversité.,0,faible,,pas de télétravail possible,"environnement inclusif, télétravail possible"
Titre : Scientifique des données. Nous recherchons un profil capable de collaborer avec plusieurs équipes. Capacité à résoudre des problèmes avec rigueur. Intérêt pour la collaboration et l'amélioration continue. Un horaire flexible est possible selon les besoins de l'équipe. Un horaire flexible est possible selon les besoins de l'équipe.,0,faible,,,horaire flexible
Titre : Chargée ou chargé de produit. Nous recherchons un profil capable de collaborer avec plusieurs équipes. Connaissance des outils numériques modernes. Doit être jeune diplômé et sans contraintes familiales. Notre environnement inclusif soutient la diversité.,4,modéré,,"jeune diplômé, sans contraintes familiales",environnement inclusif
Titre : Analyste de données. Ce poste vise à soutenir la croissance d'une équipe diversifiée. Capacité à résoudre des problèmes avec rigueur. Intérêt pour la collaboration et l'amélioration continue. Nous favorisons l'équilibre travail vie personnelle. Nous favorisons l'équilibre travail vie personnelle.,0,faible,,,"équilibre travail vie personnelle, équipe diversifiée"
Titre : Scientifique des données. Ce poste vise à soutenir la croissance d'une équipe diversifiée. Intérêt pour la collaboration et l'amélioration continue. Pas de télétravail possible. Un horaire flexible est possible selon les besoins de l'équipe.,0,faible,,pas de télétravail possible,"horaire flexible, équipe diversifiée, télétravail possible"
Titre : Analyste de données. Ce poste vise à soutenir la croissance d'une équipe diversifiée. Capacité à communiquer clairement. Capacité à résoudre des problèmes avec rigueur. Nous favorisons l'équilibre travail vie personnelle. Nous favorisons l'équilibre travail vie personnelle.,0,faible,,,"équilibre travail vie personnelle, équipe diversifiée"
Titre : Ingénieure ou ingénieur ML. Ce poste vise à soutenir la croissance d'une équipe diversifiée. Capacité à communiquer clairement. Présence obligatoire soir et weekend. Nous encourageons les femmes à postuler.,0,faible,,présence obligatoire soir et weekend,"nous encourageons les femmes à postuler, équipe diversifiée"
Titre : Chargée ou chargé de produit. Nous recrutons une personne pour rejoindre notre équipe. Capacité à communiquer clairement. Doit être jeune diplômé et sans contraintes familiales. Des accommodements raisonnables sont disponibles.,4,modéré,,"jeune diplômé, sans contraintes familiales",accommodements raisonnables
Titre : Développeuse ou développeur logiciel. Ce poste vise à soutenir la croissance d'une équipe diversifiée. Capacité à communiquer clairement. Connaissance des outils numériques modernes. Un horaire flexible est possible selon les besoins de l'équipe. Un horaire flexible est possible selon les besoins de l'équipe.,0,faible,,,"horaire flexible, équipe diversifiée"
Titre : Ingénieure ou ingénieur ML. Nous cherchons un rockstar developer agressif et ultra compétitif. Présence obligatoire soir et weekend. Pas de télétravail possible. La personne devra être très compétitive et disponible en tout temps.,13,élevé,"agressif, compétitif, rockstar","disponible en tout temps, pas de télétravail possible, présence obligatoire soir et weekend",télétravail possible
Titre : Gestionnaire de projet. Ce poste vise à soutenir la croissance d'une équipe diversifiée. Capacité à résoudre des problèmes avec rigueur. Connaissance des outils numériques modernes. Notre environnement inclusif soutient la diversité. Nous valorisons les candidatures de tous horizons.,0,faible,,,"candidatures de tous horizons, environnement inclusif, équipe diversifiée"
Titre : Scientifique des données. Nous recherchons un profil capable de collaborer avec plusieurs équipes. Capacité à résoudre des problèmes avec rigueur. Heures illimitées attendues. Nous favorisons l'équilibre travail vie personnelle.,1,faible,,heures illimitées,équilibre travail vie personnelle
Titre : Chargée ou chargé de produit. Poste pour fonceur impitoyable capable de travailler sous pression extrême. Pas de télétravail possible. Culture très masculine et compétitive. La personne devra être très compétitive et disponible en tout temps.,13,élevé,"fonceur, impitoyable, sous pression extrême","disponible en tout temps, culture très masculine, pas de télétravail possible",télétravail possible
Titre : Développeuse ou développeur logiciel. Nous recherchons un profil capable de collaborer avec plusieurs équipes. Capacité à résoudre des problèmes avec rigueur. Intérêt pour la collaboration et l'amélioration continue. Nous valorisons les candidatures de tous horizons. Notre environnement inclusif soutient la diversité.,0,faible,,,"candidatures de tous horizons, environnement inclusif"
Titre : Chargée ou chargé de produit. Nous voulons un guerrier capable de dominer le marché. Culture très masculine et compétitive. Heures illimitées attendues. La personne devra être très compétitive et disponible en tout temps.,11,élevé,guerrier,"disponible en tout temps, culture très masculine, heures illimitées",
Titre : Scientifique des données. Nous recherchons un profil capable de collaborer avec plusieurs équipes. Intérêt pour la collaboration et l'amélioration continue. Doit être jeune diplômé et sans contraintes familiales. Un horaire flexible est possible selon les besoins de l'équipe.,4,modéré,,"jeune diplômé, sans contraintes familiales",horaire flexible
Titre : Spécialiste cybersécurité. Ce poste vise à soutenir la croissance d'une équipe diversifiée. Intérêt pour la collaboration et l'amélioration continue. Présence obligatoire soir et weekend. Notre environnement inclusif soutient la diversité.,0,faible,,présence obligatoire soir et weekend,"environnement inclusif, équipe diversifiée"
Titre : Chargée ou chargé de produit. Nous recrutons une personne pour rejoindre notre équipe. Intérêt pour la collaboration et l'amélioration continue. Connaissance des outils numériques modernes. Nous favorisons l'équilibre travail vie personnelle. Notre environnement inclusif soutient la diversité.,0,faible,,,"environnement inclusif, équilibre travail vie personnelle"
Titre : Développeuse ou développeur logiciel. Notre organisation cherche une candidate ou un candidat motivé. Capacité à résoudre des problèmes avec rigueur. Heures illimitées attendues. Un horaire flexible est possible selon les besoins de l'équipe.,1,faible,,heures illimitées,horaire flexible
Titre : Développeuse ou développeur logiciel. Nous recrutons une personne pour rejoindre notre équipe. Capacité à résoudre des problèmes avec rigueur. Pas de télétravail possible. Nous valorisons les candidatures de tous horizons.,0,faible,,pas de télétravail possible,"candidatures de tous horizons, télétravail possible"
Titre : Chargée ou chargé de produit. Notre organisation cherche une candidate ou un candidat motivé. Capacité à communiquer clairement. Expérience pertinente en gestion de projet ou domaine similaire. Nous encourageons les femmes à postuler. Des accommodements raisonnables sont disponibles.,0,faible,,,"accommodements raisonnables, nous encourageons les femmes à postuler"
Titre : Spécialiste cybersécurité. Nous recrutons une personne pour rejoindre notre équipe. Capacité à communiquer clairement. Expérience pertinente en gestion de projet ou domaine similaire. Un horaire flexible est possible selon les besoins de l'équipe. Nous valorisons les candidatures de tous horizons.,0,faible,,,"candidatures de tous horizons, horaire flexible"
Titre : Spécialiste cybersécurité. Ce poste vise à soutenir la croissance d'une équipe diversifiée. Capacité à communiquer clairement. Heures illimitées attendues. Notre environnement inclusif soutient la diversité.,0,faible,,heures illimitées,"environnement inclusif, équipe diversifiée"
Titre : Analyste de données. Nous recrutons une personne pour rejoindre notre équipe. Capacité à résoudre des problèmes avec rigueur. Capacité à communiquer clairement. Un horaire flexible est possible selon les besoins de l'équipe. Nous favorisons l'équilibre travail vie personnelle.,0,faible,,,"horaire flexible, équilibre travail vie personnelle"
Titre : Analyste de données. Notre organisation cherche une candidate ou un candidat motivé. Connaissance des outils numériques modernes. Présence obligatoire soir et weekend. Nous encourageons les femmes à postuler.,1,faible,,présence obligatoire soir et weekend,nous encourageons les femmes à postuler
"Titre : Spécialiste cybersécurité. Nous cherchons un leader né, disponible en tout temps. Présence obligatoire soir et weekend. Heures illimitées attendues. La personne devra être très compétitive et disponible en tout temps.",11,élevé,leader né,"disponible en tout temps, heures illimitées, présence obligatoire soir et weekend",
Titre : Analyste de données. Poste pour fonceur impitoyable capable de travailler sous pression extrême. Pas de télétravail possible. Pas de télétravail possible. La personne devra être très compétitive et disponible en tout temps.,10,élevé,"fonceur, impitoyable, sous pression extrême","disponible en tout temps, pas de télétravail possible",télétravail possible
Titre : Gestionnaire de projet. Nous recherchons un profil capable de collaborer avec plusieurs équipes. Connaissance des outils numériques modernes. Capacité à résoudre des problèmes avec rigueur. Un horaire flexible est possible selon les besoins de l'équipe. Des accommodements raisonnables sont disponibles.,0,faible,,,"horaire flexible, accommodements raisonnables"
"Titre : Développeuse ou développeur logiciel. Nous cherchons un leader né, disponible en tout temps. Heures illimitées attendues. Présence obligatoire soir et weekend. La personne devra être très compétitive et disponible en tout temps.",11,élevé,leader né,"disponible en tout temps, heures illimitées, présence obligatoire soir et weekend",
Titre : Gestionnaire de projet. Nous voulons un guerrier capable de dominer le marché. Culture très masculine et compétitive. Heures illimitées attendues. La personne devra être très compétitive et disponible en tout temps.,11,élevé,guerrier,"disponible en tout temps, culture très masculine, heures illimitées",
Titre : Analyste de données. Nous recherchons un profil capable de collaborer avec plusieurs équipes. Intérêt pour la collaboration et l'amélioration continue. Pas de télétravail possible. Nous favorisons l'équilibre travail vie personnelle.,0,faible,,pas de télétravail possible,"équilibre travail vie personnelle, télétravail possible"
"Titre : Développeuse ou développeur logiciel. Nous cherchons un leader né, disponible en tout temps. Culture très masculine et compétitive. Pas de télétravail possible. La personne devra être très compétitive et disponible en tout temps.",9,élevé,leader né,"disponible en tout temps, culture très masculine, pas de télétravail possible",télétravail possible
Titre : Spécialiste cybersécurité. Nous recrutons une personne pour rejoindre notre équipe. Capacité à communiquer clairement. Capacité à communiquer clairement. Des accommodements raisonnables sont disponibles. Notre environnement inclusif soutient la diversité.,0,faible,,,"environnement inclusif, accommodements raisonnables"
Titre : Analyste de données. Poste pour fonceur impitoyable capable de travailler sous pression extrême. Culture très masculine et compétitive. Présence obligatoire soir et weekend. La personne devra être très compétitive et disponible en tout temps.,15,élevé,"fonceur, impitoyable, sous pression extrême","disponible en tout temps, culture très masculine, présence obligatoire soir et weekend",
Titre : Gestionnaire de projet. Nous recherchons un profil capable de collaborer avec plusieurs équipes. Intérêt pour la collaboration et l'amélioration continue. Pas de télétravail possible. Nous favorisons l'équilibre travail vie personnelle.,0,faible,,pas de télétravail possible,"équilibre travail vie personnelle, télétravail possible"
Titre : Gestionnaire de projet. Nous recherchons un profil capable de collaborer avec plusieurs équipes. Capacité à communiquer clairement. Doit être jeune diplômé et sans contraintes familiales. Nous favorisons l'équilibre travail vie personnelle.,4,modéré,,"jeune diplômé, sans contraintes familiales",équilibre travail vie personnelle
Titre : Gestionnaire de projet. Notre organisation cherche une candidate ou un candidat motivé. Connaissance des outils numériques modernes. Capacité à résoudre des problèmes avec rigueur. Nous favorisons l'équilibre travail vie personnelle. Notre environnement inclusif soutient la diversité.,0,faible,,,"environnement inclusif, équilibre travail vie personnelle"
Titre : Chargée ou chargé de produit. Nous recherchons un profil capable de collaborer avec plusieurs équipes. Intérêt pour la collaboration et l'amélioration continue. Pas de télétravail possible. Nous valorisons les candidatures de tous horizons.,0,faible,,pas de télétravail possible,"candidatures de tous horizons, télétravail possible"
Titre : Développeuse ou développeur logiciel. Ce poste vise à soutenir la croissance d'une équipe diversifiée. Capacité à communiquer clairement. Connaissance des outils numériques modernes. Nous favorisons l'équilibre travail vie personnelle. Un horaire flexible est possible selon les besoins de l'équipe.,0,faible,,,"horaire flexible, équilibre travail vie personnelle, équipe diversifiée"
Titre : Chargée ou chargé de produit. Ce poste vise à soutenir la croissance d'une équipe diversifiée. Capacité à résoudre des problèmes avec rigueur. Capacité à communiquer clairement. Nous valorisons les candidatures de tous horizons. Nous favorisons l'équilibre travail vie personnelle.,0,faible,,,"candidatures de tous horizons, équilibre travail vie personnelle, équipe diversifiée"
Titre : Ingénieure ou ingénieur ML. Nous cherchons un rockstar developer agressif et ultra compétitif. Pas de télétravail possible. Culture très masculine et compétitive. La personne devra être très compétitive et disponible en tout temps.,13,élevé,"agressif, compétitif, rockstar","disponible en tout temps, culture très masculine, pas de télétravail possible",télétravail possible
Titre : Gestionnaire de projet. Nous recrutons une personne pour rejoindre notre équipe. Capacité à résoudre des problèmes avec rigueur. Doit être jeune diplômé et sans contraintes familiales. Nous encourageons les femmes à postuler.,4,modéré,,"jeune diplômé, sans contraintes familiales",nous encourageons les femmes à postuler
Titre : Scientifique des données. Nous voulons un guerrier capable de dominer le marché. Pas de télétravail possible. Pas de télétravail possible. La personne devra être très compétitive et disponible en tout temps.,6,modéré,guerrier,"disponible en tout temps, pas de télétravail possible",télétravail possible
Titre : Gestionnaire de projet. Ce poste vise à soutenir la croissance d'une équipe diversifiée. Expérience pertinente en gestion de projet ou domaine similaire. Capacité à communiquer clairement. Nous favorisons l'équilibre travail vie personnelle. Un horaire flexible est possible selon les besoins de l'équipe.,0,faible,,,"horaire flexible, équilibre travail vie personnelle, équipe diversifiée"
Titre : Scientifique des données. Ce poste vise à soutenir la croissance d'une équipe diversifiée. Expérience pertinente en gestion de projet ou domaine similaire. Culture très masculine et compétitive. Nous valorisons les candidatures de tous horizons.,0,faible,,culture très masculine,"candidatures de tous horizons, équipe diversifiée"
Titre : Spécialiste cybersécurité. Nous recrutons une personne pour rejoindre notre équipe. Capacité à résoudre des problèmes avec rigueur. Culture très masculine et compétitive. Nous favorisons l'équilibre travail vie personnelle.,1,faible,,culture très masculine,équilibre travail vie personnelle
Titre : Chargée ou chargé de produit. Nous cherchons un rockstar developer agressif et ultra compétitif. Culture très masculine et compétitive. Heures illimitées attendues. La personne devra être très compétitive et disponible en tout temps.,15,élevé,"agressif, compétitif, rockstar","disponible en tout temps, culture très masculine, heures illimitées",
Titre : Chargée ou chargé de produit. Nous voulons un guerrier capable de dominer le marché. Pas de télétravail possible. Doit être jeune diplômé et sans contraintes familiales. La personne devra être très compétitive et disponible en tout temps.,12,élevé,guerrier,"jeune diplômé, sans contraintes familiales, disponible en tout temps, pas de télétravail possible",télétravail possible
Titre : Gestionnaire de projet. Nous recrutons une personne pour rejoindre notre équipe. Capacité à résoudre des problèmes avec rigueur. Expérience pertinente en gestion de projet ou domaine similaire. Nous encourageons les femmes à postuler. Des accommodements raisonnables sont disponibles.,0,faible,,,"accommodements raisonnables, nous encourageons les femmes à postuler"
Titre : Spécialiste cybersécurité. Notre organisation cherche une candidate ou un candidat motivé. Capacité à communiquer clairement. Connaissance des outils numériques modernes. Notre environnement inclusif soutient la diversité. Des accommodements raisonnables sont disponibles.,0,faible,,,"environnement inclusif, accommodements raisonnables"
Titre : Spécialiste cybersécurité. Ce poste vise à soutenir la croissance d'une équipe diversifiée. Expérience pertinente en gestion de projet ou domaine similaire. Pas de télétravail possible. Nous valorisons les candidatures de tous horizons.,0,faible,,pas de télétravail possible,"candidatures de tous horizons, équipe diversifiée, télétravail possible"
Titre : Gestionnaire de projet. Nous recrutons une personne pour rejoindre notre équipe. Capacité à communiquer clairement. Pas de télétravail possible. Des accommodements raisonnables sont disponibles.,0,faible,,pas de télétravail possible,"accommodements raisonnables, télétravail possible"
Titre : Chargée ou chargé de produit. Notre organisation cherche une candidate ou un candidat motivé. Expérience pertinente en gestion de projet ou domaine similaire. Doit être jeune diplômé et sans contraintes familiales. Notre environnement inclusif soutient la diversité.,4,modéré,,"jeune diplômé, sans contraintes familiales",environnement inclusif
